,createdAt,platformCode,channelCode,marketingInvestment,impressions,clicks,visits,conversions,deliveries,revenue
289,2020-01-15,AdWords,adwords_pla,9803.06,180791.0,2343.0,2437.0,33.0,33.0,84370.0
290,2020-01-15,AdWords,adwords_rem,658.08,22654.0,307.0,334.0,3.0,2.0,3557.0
291,2020-01-15,AdWords,adwords_sea,49.24,633.0,27.0,33.0,0.0,0.0,
292,2020-01-15,FacebookBusinessAdsManager,facebook,24.89,3481.0,5.0,0.0,0.0,0.0,
293,2020-01-15,FirmyCz,zbozi,80.54,758.0,4.0,5.0,0.0,0.0,
294,2020-01-15,HeurekaCz,heureka,252.47,0.0,45.0,65.0,1.0,1.0,294.0
295,2020-01-15,Not tracked,notset,0.0,0.0,0.0,0.0,16.0,15.0,
296,2020-01-15,RtbHouse,rtbhouse,1024.49,25097.0,446.0,350.0,4.0,4.0,11537.0
297,2020-01-15,Silverpop,emailing,1290.32,0.0,0.0,1536.0,25.0,18.0,57306.0
298,2020-01-15,Sklik,sklik_bra,78.7,171.0,126.0,136.0,8.0,8.0,22615.0
299,2020-01-15,Sklik,sklik_pla,162.2,3562.0,39.0,38.0,0.0,0.0,
300,2020-01-15,Sklik,sklik_rem,401.4,17229.0,119.0,117.0,1.0,1.0,3555.0
301,2020-01-15,Sklik,sklik_sea,157.79,693.0,68.0,64.0,3.0,3.0,2748.0
302,2020-01-15,ZboziCz,zbozi,582.14,2750.0,57.0,45.0,1.0,1.0,1113.0
303,2020-01-15,unpaid,direct,0.0,0.0,0.0,538.0,8.0,8.0,
304,2020-01-15,unpaid,facebook,0.0,0.0,0.0,12.0,0.0,0.0,
305,2020-01-15,unpaid,internal,0.0,0.0,0.0,143.0,1.0,1.0,
306,2020-01-15,unpaid,notset,0.0,0.0,0.0,37.0,2.0,1.0,
307,2020-01-15,unpaid,organic,0.0,0.0,0.0,737.0,7.0,7.0,
308,2020-01-15,unpaid,referral,0.0,0.0,0.0,207.0,0.0,0.0,
309,2020-01-16,AdWords,adwords_bra,140.59,563.0,295.0,328.0,8.0,7.0,23150.0
310,2020-01-16,AdWords,adwords_dsa,402.12,1645.0,66.0,53.0,0.0,0.0,
311,2020-01-16,AdWords,adwords_pla,6777.77,135285.0,1601.0,1685.0,23.0,23.0,43386.0
312,2020-01-16,AdWords,adwords_rem,678.13,23344.0,313.0,325.0,0.0,0.0,
313,2020-01-16,AdWords,adwords_sea,78.24,576.0,33.0,40.0,0.0,0.0,
314,2020-01-16,FacebookBusinessAdsManager,facebook,135.38,6956.0,57.0,0.0,0.0,0.0,
315,2020-01-16,FirmyCz,zbozi,80.54,759.0,4.0,0.0,0.0,0.0,
316,2020-01-16,HeurekaCz,heureka,156.06,0.0,25.0,38.0,0.0,0.0,
317,2020-01-16,Not tracked,notset,0.0,0.0,0.0,0.0,13.0,13.0,
318,2020-01-16,RtbHouse,rtbhouse,840.98,26607.0,580.0,433.0,4.0,3.0,10750.0
319,2020-01-16,Silverpop,emailing,1290.32,0.0,0.0,1399.0,18.0,13.0,31237.0
320,2020-01-16,Sklik,sklik_bra,100.2,199.0,139.0,148.0,5.0,5.0,11076.0
321,2020-01-16,Sklik,sklik_pla,306.4,3907.0,72.0,68.0,2.0,2.0,1725.0
322,2020-01-16,Sklik,sklik_rem,391.1,15476.0,109.0,110.0,0.0,0.0,
323,2020-01-16,Sklik,sklik_sea,135.38,645.0,63.0,65.0,1.0,1.0,1168.0
324,2020-01-16,ZboziCz,zbozi,600.51,2884.0,63.0,54.0,0.0,0.0,
325,2020-01-16,unpaid,direct,0.0,0.0,0.0,746.0,8.0,8.0,
326,2020-01-16,unpaid,facebook,0.0,0.0,0.0,20.0,1.0,1.0,
327,2020-01-16,unpaid,internal,0.0,0.0,0.0,137.0,0.0,0.0,
328,2020-01-16,unpaid,notset,0.0,0.0,0.0,32.0,1.0,1.0,
329,2020-01-16,unpaid,organic,0.0,0.0,0.0,750.0,6.0,5.0,
330,2020-01-16,unpaid,referral,0.0,0.0,0.0,252.0,2.0,2.0,
331,2020-01-17,AdWords,adwords_bra,141.75,437.0,230.0,279.0,6.0,5.0,37481.0
332,2020-01-17,AdWords,adwords_dsa,396.68,1390.0,64.0,60.0,0.0,0.0,
333,2020-01-17,AdWords,adwords_pla,1731.33,49053.0,391.0,548.0,5.0,5.0,16753.0
334,2020-01-17,AdWords,adwords_rem,683.33,23553.0,287.0,313.0,1.0,1.0,535.0
335,2020-01-17,AdWords,adwords_sea,41.53,530.0,23.0,27.0,0.0,0.0,
336,2020-01-17,FacebookBusinessAdsManager,facebook,203.03,8200.0,99.0,0.0,0.0,0.0,
337,2020-01-17,FirmyCz,zbozi,80.54,758.0,4.0,1.0,0.0,0.0,
338,2020-01-17,HeurekaCz,heureka,84.52000000000001,0.0,14.0,20.0,1.0,1.0,1409.0
339,2020-01-17,Not tracked,notset,0.0,0.0,0.0,0.0,13.0,12.0,
340,2020-01-17,RtbHouse,rtbhouse,1172.54,24241.0,554.0,440.0,5.0,5.0,12520.0
341,2020-01-17,Silverpop,emailing,1290.32,0.0,0.0,1625.0,19.0,18.0,41977.0
342,2020-01-17,Sklik,sklik_bra,83.2,185.0,135.0,143.0,7.0,6.0,10609.0
343,2020-01-17,Sklik,sklik_pla,295.1,3181.0,66.0,63.0,0.0,0.0,
344,2020-01-17,Sklik,sklik_rem,349.1,16437.0,105.0,121.0,2.0,2.0,6818.0
345,2020-01-17,Sklik,sklik_sea,193.4,602.0,74.0,72.0,0.0,0.0,
346,2020-01-17,ZboziCz,zbozi,546.55,2387.0,65.0,50.0,0.0,0.0,
347,2020-01-17,unpaid,direct,0.0,0.0,0.0,567.0,3.0,3.0,
348,2020-01-17,unpaid,facebook,0.0,0.0,0.0,20.0,0.0,0.0,
349,2020-01-17,unpaid,internal,0.0,0.0,0.0,90.0,0.0,0.0,
350,2020-01-17,unpaid,notset,0.0,0.0,0.0,20.0,1.0,1.0,
351,2020-01-17,unpaid,organic,0.0,0.0,0.0,731.0,12.0,12.0,
352,2020-01-17,unpaid,referral,0.0,0.0,0.0,186.0,1.0,1.0,
353,2020-01-18,AdWords,adwords_bra,76.2,423.0,243.0,275.0,9.0,8.0,45050.0
354,2020-01-18,AdWords,adwords_dsa,321.13,1303.0,53.0,54.0,1.0,1.0,3109.0
355,2020-01-18,AdWords,adwords_pla,785.34,24502.0,217.0,294.0,3.0,3.0,12513.0
356,2020-01-18,AdWords,adwords_rem,432.94,16646.0,193.0,206.0,1.0,1.0,2923.0
357,2020-01-18,AdWords,adwords_sea,62.37,449.0,39.0,54.0,0.0,0.0,
358,2020-01-18,FacebookBusinessAdsManager,facebook,46.89,6327.0,19.0,0.0,0.0,0.0,
359,2020-01-18,FirmyCz,zbozi,80.54,758.0,4.0,1.0,0.0,0.0,
360,2020-01-18,HeurekaCz,heureka,102.29,0.0,22.0,39.0,1.0,1.0,711.0
361,2020-01-18,Not tracked,notset,0.0,0.0,0.0,0.0,5.0,5.0,
362,2020-01-18,RtbHouse,rtbhouse,486.85,15658.0,433.0,349.0,2.0,2.0,3048.0
363,2020-01-18,Silverpop,emailing,1290.32,0.0,0.0,833.0,16.0,13.0,33588.0
364,2020-01-18,Sklik,sklik_bra,75.1,172.0,128.0,142.0,1.0,0.0,4585.0
365,2020-01-18,Sklik,sklik_pla,287.9,5031.0,66.0,65.0,1.0,1.0,172.0
366,2020-01-18,Sklik,sklik_rem,356.8,13043.0,109.0,114.0,0.0,0.0,
367,2020-01-18,Sklik,sklik_sea,172.8,552.0,63.0,67.0,2.0,2.0,3440.0
368,2020-01-18,ZboziCz,zbozi,648.27,2535.0,73.0,61.0,1.0,1.0,1202.0
369,2020-01-18,unpaid,direct,0.0,0.0,0.0,464.0,3.0,3.0,
370,2020-01-18,unpaid,display,0.0,0.0,0.0,2.0,0.0,0.0,
371,2020-01-18,unpaid,facebook,0.0,0.0,0.0,23.0,0.0,0.0,
372,2020-01-18,unpaid,internal,0.0,0.0,0.0,76.0,0.0,0.0,
373,2020-01-18,unpaid,notset,0.0,0.0,0.0,12.0,0.0,0.0,
374,2020-01-18,unpaid,organic,0.0,0.0,0.0,686.0,3.0,3.0,
375,2020-01-18,unpaid,referral,0.0,0.0,0.0,238.0,1.0,0.0,
376,2020-01-19,AdWords,adwords_bra,173.22,461.0,263.0,318.0,10.0,9.0,27839.0
377,2020-01-19,AdWords,adwords_dsa,435.95,1168.0,64.0,64.0,0.0,0.0,
378,2020-01-19,AdWords,adwords_pla,6333.83,108863.0,1578.0,1819.0,11.0,11.0,15982.0
379,2020-01-19,AdWords,adwords_rem,720.67,22350.0,349.0,365.0,0.0,0.0,
380,2020-01-19,AdWords,adwords_sea,42.75,462.0,22.0,38.0,0.0,0.0,
381,2020-01-19,FacebookBusinessAdsManager,facebook,39.8,5838.0,10.0,0.0,0.0,0.0,
382,2020-01-19,FirmyCz,zbozi,80.54,758.0,4.0,0.0,0.0,0.0,
383,2020-01-19,HeurekaCz,heureka,118.44,0.0,24.0,33.0,0.0,0.0,
384,2020-01-19,Not tracked,notset,0.0,0.0,0.0,0.0,12.0,11.0,
385,2020-01-19,RtbHouse,rtbhouse,2194.18,18368.0,543.0,406.0,6.0,5.0,22133.0
386,2020-01-19,Silverpop,emailing,1290.32,0.0,0.0,451.0,14.0,12.0,91986.0
387,2020-01-19,Sklik,notset,0.0,0.0,0.0,1.0,0.0,0.0,
388,2020-01-19,Sklik,sklik_bra,97.8,204.0,151.0,168.0,8.0,8.0,19958.0
389,2020-01-19,Sklik,sklik_pla,210.5,3085.0,52.0,51.0,2.0,2.0,756.0
390,2020-01-19,Sklik,sklik_rem,402.1,11960.0,122.0,125.0,0.0,0.0,
391,2020-01-19,Sklik,sklik_sea,148.2,569.0,63.0,68.0,1.0,1.0,1533.0
392,2020-01-19,ZboziCz,zbozi,468.67,2873.0,74.0,57.0,1.0,1.0,39539.0
393,2020-01-19,unpaid,direct,0.0,0.0,0.0,481.0,9.0,9.0,
394,2020-01-19,unpaid,display,0.0,0.0,0.0,1.0,0.0,0.0,
395,2020-01-19,unpaid,facebook,0.0,0.0,0.0,13.0,0.0,0.0,
396,2020-01-19,unpaid,internal,0.0,0.0,0.0,106.0,0.0,0.0,
397,2020-01-19,unpaid,notset,0.0,0.0,0.0,18.0,1.0,1.0,
398,2020-01-19,unpaid,organic,0.0,0.0,0.0,764.0,11.0,9.0,
399,2020-01-19,unpaid,referral,0.0,0.0,0.0,265.0,2.0,2.0,
400,2020-01-20,AdWords,adwords_bra,204.31,538.0,257.0,313.0,10.0,10.0,51442.0
401,2020-01-20,AdWords,adwords_dsa,404.52,1187.0,54.0,56.0,0.0,0.0,
402,2020-01-20,AdWords,adwords_pla,9824.19,193755.0,2280.0,2333.0,16.0,15.0,65964.0
403,2020-01-20,AdWords,adwords_rem,836.95,29537.0,395.0,423.0,2.0,2.0,1982.0
404,2020-01-20,AdWords,adwords_sea,79.38000000000001,488.0,39.0,52.0,0.0,0.0,
405,2020-01-20,FacebookBusinessAdsManager,facebook,180.04,8786.0,384.0,0.0,0.0,0.0,
406,2020-01-20,FirmyCz,zbozi,80.54,599.0,3.0,4.0,0.0,0.0,
407,2020-01-20,HeurekaCz,heureka,147.17,0.0,33.0,49.0,3.0,3.0,10006.0
408,2020-01-20,Not tracked,notset,0.0,0.0,0.0,0.0,22.0,20.0,
409,2020-01-20,RtbHouse,rtbhouse,149.06,22289.0,518.0,409.0,2.0,2.0,1758.0
410,2020-01-20,Silverpop,emailing,1290.32,0.0,0.0,1334.0,18.0,17.0,36336.0
411,2020-01-20,Sklik,sklik_bra,93.4,177.0,126.0,155.0,11.0,11.0,30419.0
412,2020-01-20,Sklik,sklik_pla,280.2,3014.0,63.0,63.0,1.0,1.0,669.0
413,2020-01-20,Sklik,sklik_rem,394.2,16205.0,119.0,138.0,1.0,1.0,464.0
414,2020-01-20,Sklik,sklik_sea,113.1,538.0,58.0,60.0,1.0,1.0,821.0
415,2020-01-20,ZboziCz,zbozi,417.57,2723.0,58.0,57.0,2.0,2.0,3686.0
416,2020-01-20,unpaid,direct,0.0,0.0,0.0,587.0,9.0,9.0,
417,2020-01-20,unpaid,facebook,0.0,0.0,0.0,26.0,1.0,1.0,
418,2020-01-20,unpaid,internal,0.0,0.0,0.0,162.0,0.0,0.0,
419,2020-01-20,unpaid,notset,0.0,0.0,0.0,18.0,1.0,1.0,
420,2020-01-20,unpaid,organic,0.0,0.0,0.0,824.0,11.0,10.0,
421,2020-01-20,unpaid,referral,0.0,0.0,0.0,172.0,1.0,1.0,
422,2020-01-21,AdWords,adwords_bra,136.53,484.0,263.0,306.0,12.0,11.0,21617.0
423,2020-01-21,AdWords,adwords_dsa,390.1,1245.0,56.0,55.0,0.0,0.0,
424,2020-01-21,AdWords,adwords_pla,9987.55,198368.0,2355.0,2411.0,22.0,22.0,43377.0
425,2020-01-21,AdWords,adwords_rem,774.29,28057.0,360.0,387.0,0.0,0.0,
426,2020-01-21,AdWords,adwords_sea,45.77,367.0,26.0,42.0,0.0,0.0,
427,2020-01-21,FacebookBusinessAdsManager,facebook,213.75,11558.0,422.0,0.0,0.0,0.0,
428,2020-01-21,FirmyCz,zbozi,80.54,598.0,3.0,3.0,0.0,0.0,
429,2020-01-21,HeurekaCz,heureka,208.96,0.0,39.0,40.0,1.0,1.0,456.0
430,2020-01-21,Not tracked,notset,0.0,0.0,0.0,0.0,18.0,18.0,
431,2020-01-21,RtbHouse,rtbhouse,578.14,18217.0,471.0,349.0,2.0,2.0,6800.0
432,2020-01-21,Silverpop,emailing,1290.32,0.0,0.0,1690.0,16.0,16.0,38054.0
433,2020-01-21,Sklik,sklik_bra,91.8,219.0,131.0,150.0,4.0,4.0,20074.0
434,2020-01-21,Sklik,sklik_pla,243.6,2996.0,54.0,55.0,0.0,0.0,
435,2020-01-21,Sklik,sklik_rem,324.7,16910.0,98.0,110.0,0.0,0.0,
436,2020-01-21,Sklik,sklik_sea,147.1,693.0,51.0,48.0,0.0,0.0,
437,2020-01-21,ZboziCz,zbozi,421.92,2614.0,55.0,46.0,1.0,1.0,8597.0
438,2020-01-21,unpaid,direct,0.0,0.0,0.0,584.0,6.0,6.0,
439,2020-01-21,unpaid,facebook,0.0,0.0,0.0,72.0,0.0,0.0,
440,2020-01-21,unpaid,internal,0.0,0.0,0.0,155.0,0.0,0.0,
441,2020-01-21,unpaid,notset,0.0,0.0,0.0,24.0,1.0,1.0,
442,2020-01-21,unpaid,organic,0.0,0.0,0.0,756.0,11.0,11.0,
443,2020-01-21,unpaid,referral,0.0,0.0,0.0,154.0,3.0,3.0,
444,2020-01-22,AdWords,adwords_bra,128.31,443.0,229.0,272.0,9.0,7.0,17258.0
445,2020-01-22,AdWords,adwords_dsa,334.22,1285.0,45.0,50.0,2.0,2.0,5844.0
446,2020-01-22,AdWords,adwords_pla,9802.28,192039.0,2330.0,2312.0,28.0,28.0,53284.0
447,2020-01-22,AdWords,adwords_rem,950.74,29881.0,382.0,420.0,1.0,1.0,2429.0
448,2020-01-22,AdWords,adwords_sea,36.74,390.0,18.0,27.0,0.0,0.0,
449,2020-01-22,FacebookBusinessAdsManager,facebook,202.59,11090.0,395.0,0.0,0.0,0.0,
450,2020-01-22,FirmyCz,zbozi,80.54,599.0,3.0,3.0,0.0,0.0,
451,2020-01-22,HeurekaCz,heureka,131.64999999999998,0.0,23.0,41.0,1.0,1.0,222.0
452,2020-01-22,Not tracked,notset,0.0,0.0,0.0,0.0,17.0,17.0,
453,2020-01-22,RtbHouse,rtbhouse,1633.1,35586.0,914.0,655.0,7.0,7.0,21438.0
454,2020-01-22,Silverpop,emailing,1290.32,0.0,0.0,1628.0,26.0,26.0,82653.0
455,2020-01-22,Sklik,sklik_bra,76.0,182.0,115.0,133.0,5.0,5.0,7454.0
456,2020-01-22,Sklik,sklik_pla,326.2,3311.0,77.0,78.0,2.0,2.0,3941.0
457,2020-01-22,Sklik,sklik_rem,373.1,16952.0,106.0,121.0,2.0,2.0,6065.0
458,2020-01-22,Sklik,sklik_sea,118.78,702.0,50.0,50.0,0.0,0.0,
459,2020-01-22,ZboziCz,zbozi,611.41,2576.0,57.0,45.0,1.0,1.0,290.0
460,2020-01-22,unpaid,direct,0.0,0.0,0.0,543.0,12.0,11.0,
461,2020-01-22,unpaid,facebook,0.0,0.0,0.0,21.0,0.0,0.0,
462,2020-01-22,unpaid,internal,0.0,0.0,0.0,201.0,0.0,0.0,
463,2020-01-22,unpaid,notset,0.0,0.0,0.0,24.0,0.0,0.0,
464,2020-01-22,unpaid,organic,0.0,0.0,0.0,716.0,12.0,11.0,
465,2020-01-22,unpaid,push,0.0,0.0,0.0,1.0,0.0,0.0,
466,2020-01-22,unpaid,referral,0.0,0.0,0.0,207.0,1.0,1.0,
467,2020-01-23,AdWords,adwords_bra,129.78,429.0,236.0,282.0,6.0,6.0,18242.0
468,2020-01-23,AdWords,adwords_dsa,409.22,1094.0,61.0,58.0,0.0,0.0,
469,2020-01-23,AdWords,adwords_pla,8717.08,177365.0,2191.0,2207.0,13.0,13.0,21870.0
470,2020-01-23,AdWords,adwords_rem,917.22,27564.0,353.0,376.0,1.0,1.0,1160.0
471,2020-01-23,AdWords,adwords_sea,26.88,393.0,14.0,21.0,0.0,0.0,
472,2020-01-23,FacebookBusinessAdsManager,facebook,215.58,14361.0,294.0,0.0,0.0,0.0,
473,2020-01-23,FirmyCz,zbozi,80.54,599.0,3.0,3.0,0.0,0.0,
474,2020-01-23,HeurekaCz,heureka,197.61,0.0,38.0,54.0,2.0,2.0,4544.0
475,2020-01-23,Not tracked,notset,0.0,0.0,0.0,0.0,15.0,14.0,
476,2020-01-23,RtbHouse,rtbhouse,1162.41,37371.0,916.0,685.0,6.0,6.0,15066.0
477,2020-01-23,Silverpop,emailing,1290.32,0.0,0.0,1592.0,33.0,33.0,102124.0
478,2020-01-23,Sklik,sklik_bra,82.4,238.0,130.0,144.0,6.0,6.0,26633.0
479,2020-01-23,Sklik,sklik_pla,268.8,3256.0,63.0,64.0,1.0,1.0,435.0
480,2020-01-23,Sklik,sklik_rem,353.1,16674.0,108.0,108.0,3.0,2.0,5615.0
481,2020-01-23,Sklik,sklik_sea,157.07999999999998,831.0,57.0,54.0,0.0,0.0,
482,2020-01-23,ZboziCz,zbozi,465.87,2832.0,67.0,52.0,1.0,1.0,3433.0
483,2020-01-23,unpaid,direct,0.0,0.0,0.0,538.0,9.0,8.0,
484,2020-01-23,unpaid,facebook,0.0,0.0,0.0,50.0,1.0,1.0,
485,2020-01-23,unpaid,internal,0.0,0.0,0.0,162.0,0.0,0.0,
486,2020-01-23,unpaid,notset,0.0,0.0,0.0,22.0,1.0,1.0,
487,2020-01-23,unpaid,organic,0.0,0.0,0.0,649.0,9.0,8.0,
488,2020-01-23,unpaid,push,0.0,0.0,0.0,1.0,0.0,0.0,
489,2020-01-23,unpaid,referral,0.0,0.0,0.0,142.0,1.0,1.0,
490,2020-01-24,AdWords,adwords_bra,107.43,385.0,182.0,229.0,3.0,3.0,6063.0
491,2020-01-24,AdWords,adwords_dsa,410.12,1348.0,53.0,53.0,0.0,0.0,
492,2020-01-24,AdWords,adwords_pla,7890.35,159346.0,2027.0,2061.0,25.0,25.0,35087.0
493,2020-01-24,AdWords,adwords_rem,848.32,26340.0,331.0,341.0,1.0,1.0,3265.0
494,2020-01-24,AdWords,adwords_sea,40.27,412.0,19.0,25.0,0.0,0.0,
495,2020-01-24,FacebookBusinessAdsManager,facebook,257.92,24366.0,62.0,0.0,0.0,0.0,
496,2020-01-24,FirmyCz,zbozi,80.54,598.0,3.0,3.0,0.0,0.0,
497,2020-01-24,HeurekaCz,heureka,132.54999999999998,0.0,29.0,38.0,1.0,1.0,247.0
498,2020-01-24,Not tracked,notset,0.0,0.0,0.0,0.0,19.0,19.0,
499,2020-01-24,RtbHouse,rtbhouse,1518.05,33094.0,906.0,658.0,7.0,6.0,18629.0
500,2020-01-24,Silverpop,emailing,1290.32,0.0,0.0,1544.0,22.0,21.0,55112.0
501,2020-01-24,Sklik,sklik_bra,80.4,159.0,106.0,122.0,6.0,6.0,28366.0
502,2020-01-24,Sklik,sklik_pla,262.3,3144.0,64.0,58.0,0.0,0.0,
503,2020-01-24,Sklik,sklik_rem,339.3,13711.0,97.0,112.0,2.0,2.0,10321.0
504,2020-01-24,Sklik,sklik_sea,106.78,519.0,40.0,39.0,0.0,0.0,
505,2020-01-24,ZboziCz,zbozi,761.54,2536.0,63.0,47.0,0.0,0.0,
506,2020-01-24,unpaid,direct,0.0,0.0,0.0,612.0,5.0,5.0,
507,2020-01-24,unpaid,facebook,0.0,0.0,0.0,140.0,0.0,0.0,
508,2020-01-24,unpaid,internal,0.0,0.0,0.0,100.0,1.0,1.0,
509,2020-01-24,unpaid,notset,0.0,0.0,0.0,14.0,0.0,0.0,
510,2020-01-24,unpaid,organic,0.0,0.0,0.0,612.0,5.0,5.0,
511,2020-01-24,unpaid,referral,0.0,0.0,0.0,133.0,2.0,2.0,
512,2020-01-25,AdWords,adwords_bra,126.73,345.0,198.0,203.0,5.0,4.0,16105.0
513,2020-01-25,AdWords,adwords_dsa,316.22,995.0,54.0,50.0,0.0,0.0,
514,2020-01-25,AdWords,adwords_pla,6518.8,129723.0,1895.0,1838.0,7.0,7.0,8032.0
515,2020-01-25,AdWords,adwords_rem,742.89,22927.0,301.0,304.0,2.0,2.0,2487.0
516,2020-01-25,AdWords,adwords_sea,26.79,345.0,21.0,31.0,0.0,0.0,
517,2020-01-25,FacebookBusinessAdsManager,facebook,378.64,21413.0,194.0,0.0,0.0,0.0,
518,2020-01-25,FirmyCz,zbozi,80.54,599.0,3.0,0.0,0.0,0.0,
519,2020-01-25,HeurekaCz,heureka,161.29999999999998,0.0,36.0,39.0,0.0,0.0,
520,2020-01-25,Not tracked,notset,0.0,0.0,0.0,0.0,4.0,4.0,
521,2020-01-25,RtbHouse,rtbhouse,0.0,28136.0,891.0,587.0,0.0,0.0,
522,2020-01-25,Silverpop,emailing,1290.32,0.0,0.0,738.0,15.0,14.0,63733.0
523,2020-01-25,Sklik,sklik_bra,64.8,145.0,110.0,107.0,2.0,2.0,5358.0
524,2020-01-25,Sklik,sklik_pla,230.7,2142.0,51.0,44.0,1.0,1.0,6372.0
525,2020-01-25,Sklik,sklik_rem,355.79999999999995,13486.0,106.0,108.0,0.0,0.0,
526,2020-01-25,Sklik,sklik_sea,125.4,452.0,54.0,53.0,0.0,0.0,
527,2020-01-25,ZboziCz,zbozi,522.5,2331.0,53.0,42.0,0.0,0.0,
528,2020-01-25,unpaid,direct,0.0,0.0,0.0,513.0,7.0,6.0,
529,2020-01-25,unpaid,facebook,0.0,0.0,0.0,57.0,1.0,1.0,
530,2020-01-25,unpaid,internal,0.0,0.0,0.0,105.0,0.0,0.0,
531,2020-01-25,unpaid,notset,0.0,0.0,0.0,11.0,0.0,0.0,
532,2020-01-25,unpaid,organic,0.0,0.0,0.0,528.0,3.0,2.0,
533,2020-01-25,unpaid,referral,0.0,0.0,0.0,105.0,0.0,0.0,
534,2020-01-26,AdWords,adwords_bra,106.45,369.0,203.0,252.0,6.0,6.0,12343.0
535,2020-01-26,AdWords,adwords_dsa,343.7,1308.0,57.0,57.0,0.0,0.0,
536,2020-01-26,AdWords,adwords_pla,8772.84,166698.0,2353.0,2336.0,21.0,20.0,45045.0
537,2020-01-26,AdWords,adwords_rem,842.29,23869.0,313.0,356.0,4.0,4.0,14701.0
538,2020-01-26,AdWords,adwords_sea,49.81999999999999,483.0,30.0,43.0,0.0,0.0,
539,2020-01-26,FacebookBusinessAdsManager,facebook,301.48,18435.0,161.0,0.0,0.0,0.0,
540,2020-01-26,FirmyCz,zbozi,80.54,598.0,3.0,1.0,0.0,0.0,
541,2020-01-26,HeurekaCz,heureka,252.85,0.0,48.0,69.0,3.0,3.0,5014.0
542,2020-01-26,Not tracked,notset,0.0,0.0,0.0,0.0,10.0,9.0,
543,2020-01-26,RtbHouse,rtbhouse,912.03,34994.0,946.0,690.0,3.0,3.0,12438.0
544,2020-01-26,Silverpop,emailing,1290.32,0.0,0.0,425.0,15.0,14.0,58514.0
545,2020-01-26,Sklik,sklik_bra,0.0,0.0,0.0,160.0,4.0,4.0,17065.0
546,2020-01-26,Sklik,sklik_pla,0.0,0.0,0.0,68.0,0.0,0.0,
547,2020-01-26,Sklik,sklik_rem,0.0,0.0,0.0,131.0,2.0,2.0,1607.0
548,2020-01-26,Sklik,sklik_sea,0.0,0.0,0.0,79.0,0.0,0.0,
549,2020-01-26,ZboziCz,zbozi,812.39,2939.0,79.0,65.0,1.0,1.0,570.0
550,2020-01-26,unpaid,direct,0.0,0.0,0.0,480.0,3.0,3.0,
551,2020-01-26,unpaid,facebook,0.0,0.0,0.0,136.0,1.0,1.0,
552,2020-01-26,unpaid,internal,0.0,0.0,0.0,123.0,0.0,0.0,
553,2020-01-26,unpaid,notset,0.0,0.0,0.0,17.0,0.0,0.0,
554,2020-01-26,unpaid,organic,0.0,0.0,0.0,622.0,2.0,2.0,
555,2020-01-26,unpaid,referral,0.0,0.0,0.0,162.0,3.0,3.0,
556,2020-01-27,AdWords,adwords_bra,191.67,443.0,246.0,288.0,14.0,13.0,63010.0
557,2020-01-27,AdWords,adwords_dsa,429.37,1288.0,55.0,53.0,0.0,0.0,
558,2020-01-27,AdWords,adwords_pla,9255.09,211267.0,2600.0,2655.0,23.0,21.0,48182.0
559,2020-01-27,AdWords,adwords_rem,1438.38,40617.0,450.0,495.0,0.0,0.0,
560,2020-01-27,AdWords,adwords_sea,35.95,446.0,24.0,36.0,0.0,0.0,
561,2020-01-27,FirmyCz,zbozi,80.54,672.0,3.0,1.0,0.0,0.0,
562,2020-01-27,HeurekaCz,heureka,205.22,0.0,42.0,58.0,1.0,1.0,546.0
563,2020-01-27,Not tracked,notset,0.0,0.0,0.0,0.0,18.0,17.0,
564,2020-01-27,RtbHouse,rtbhouse,2417.82,35549.0,846.0,677.0,7.0,6.0,29430.0
565,2020-01-27,Silverpop,emailing,1290.32,0.0,0.0,1703.0,26.0,26.0,95906.0
566,2020-01-27,Sklik,sklik_bra,75.9,191.0,127.0,146.0,5.0,5.0,10459.0
567,2020-01-27,Sklik,sklik_pla,282.2,3163.0,63.0,74.0,1.0,1.0,152.0
568,2020-01-27,Sklik,sklik_rem,401.6,17087.0,117.0,121.0,1.0,1.0,10045.0
569,2020-01-27,Sklik,sklik_sea,163.7,806.0,69.0,67.0,0.0,0.0,
570,2020-01-27,ZboziCz,zbozi,871.45,2882.0,60.0,50.0,0.0,0.0,
571,2020-01-27,unpaid,direct,0.0,0.0,0.0,710.0,6.0,6.0,
572,2020-01-27,unpaid,facebook,0.0,0.0,0.0,27.0,0.0,0.0,
573,2020-01-27,unpaid,internal,0.0,0.0,0.0,159.0,0.0,0.0,
574,2020-01-27,unpaid,notset,0.0,0.0,0.0,36.0,0.0,0.0,
575,2020-01-27,unpaid,organic,0.0,0.0,0.0,733.0,13.0,13.0,
576,2020-01-27,unpaid,referral,0.0,0.0,0.0,127.0,2.0,2.0,
577,2020-01-28,AdWords,adwords_bra,116.4,392.0,207.0,238.0,4.0,4.0,20557.0
578,2020-01-28,AdWords,adwords_dsa,82.82,271.0,12.0,12.0,0.0,0.0,
579,2020-01-28,AdWords,adwords_pla,10015.56,196658.0,2441.0,2477.0,31.0,28.0,41640.0
580,2020-01-28,AdWords,adwords_rem,1590.69,44409.0,499.0,526.0,2.0,2.0,10720.0
581,2020-01-28,AdWords,adwords_sea,57.46999999999999,417.0,27.0,33.0,0.0,0.0,
582,2020-01-28,FacebookBusinessAdsManager,facebook,209.75,5908.0,312.0,0.0,0.0,0.0,
